"993BB87D4EFCEE129E72DDBA2AE393ED","Increase the number of Bullets you can carry.","Збільшує кількість куль, які ви можете носити.","","","","","","","","",""
"C03FFA294A77EE27E4BCDCB7F70C2789","Increase the number of Bullets you can carry.","Збільшує кількість куль, які ви можете носити.","","","","","","","","",""
"D67713D4472CB73367DFC6824437F00F","Increase the number of Bullets you can carry.","Збільшує кількість куль, які ви можете носити.","","","","","","","","",""
"D7E57E6C4598F1960C6A818360C73564","Increase the number of Bullets you can carry.","Збільшує кількість куль, які ви можете носити.","","","","","","","","",""
"DCF0530643C73CB2E4236D98ABD54325","Increase the number of Bullets you can carry.","Збільшує кількість куль, які ви можете носити.","","","","","","","","",""
"E583C771452389F44B1B8D9F08F298F9","Increase the number of Bullets you can carry.","Збільшує кількість куль, які ви можете носити.","","","","","","","","",""
"FAEFE7C84D26D828C19FA3BC7A81FF23","Increase the number of Bullets you can carry.","Збільшує кількість куль, які ви можете носити.","","","","","","","","",""
"5CE00BDF43082D9933D3A6A8F08D701E","Increase the number of serums you can carry","Збільшує кількість сироваток, які ви можете носити","","","","","","","","",""
"7D5A473A4851B02650C857810F16F79A","Toggle:  You drain your stamina to fade into the shadows and become invisible to most enemies. Moving in this state will drain more stamina.<lf>The Fog sticks to you, and you are now able to dodge while using Shadow Veil.<cf>You will exit the shadows if you attack or when your stamina is empty.","Toggle:  You drain your stamina to fade into the shadows and become invisible to most enemies. Moving in this state will drain more stamina.<lf>The Fog sticks to you, and you are now able to dodge while using Shadow Veil.<cf>You will exit the shadows if you attack or when your stamina is empty.","","","","","","","","",""
"4976C45140A679EA48685EA10B64B0FE","A basic rapier","A basic rapier","","","","","","","","",""
"5915A4E34927F7E5CA8F9682B2A3CA17","A basic rapier","A basic rapier","","","","","","","","",""
"1705938E4ECD4297C5D7A2B6ABFF5FD4","A pointed stick","Загострена палиця","","","","","","","","",""
"18242D6B4A8036E6088DC8A02712D4B1","A pointed stick","Загострена палиця","","","","","","","","",""
"3ED7E12A4EE9BD09F5BCB8A3F6C135C3","A pointed stick","Загострена палиця","","","","","","","","",""
"61E57C5A40CE6C8235D19B9EE4E51A12","A pointed stick","Загострена палиця","","","","","","","","",""
"F875D8E9445F75AB44EA769292155F9F","Abyss","Безодня","","","","","","","","",""
"4F1094EA4E96DAFD12C66291D116B0FA","Aluminium powder","Алюмінієвий пил","","","","","","","","",""
"CEAE872041E39E2477C03BBABF533604","Aluminium shard","Алюмінієвий шматочок","","","","","","","","",""
"C3377C5840DB842E8ACE28B8A3A01C28","Anemia","Недокрів'я","","","","","","","","",""
"F5A2BB3344E3FDC17145FC814B2BDD6C","Anemia syrup","Сироп проти недокрів'я","","","","","","","","",""
"3AFD37F948B57C86EBDC0880D0903918","Autophagy","Автофагія","","","","","","","","",""
"1A4CF8D843C9006EF5DC8F907DA3CE65","Average resale value.<cf>This item can be recycled into components.","Середня вартість продажу.<cf>Переробляється на складники.","","","","","","","","",""
"98B8DAAB4C58B951636292ABCD28A122","Average resale value.<cf>This item can be recycled into components.","Середня вартість продажу.<cf>Переробляється на складники.","","","","","","","","",""
"1CA682774ED28703D85684955C4A9BC9","Bite Attack","Атака укусом","","","","","","","","",""
"1F340A3E42ACE3B1F5EB0997CC9A1306","Blood","Кров","","","","","","","","",""
"CEEB8C67437CFC00160800A92A189A6B","Blood Capacity","Місткість крові","","","","","","","","",""
"B0F5252A41A5EE088B344E83FFF8D9C0","Blood Barrier","Кров'яний заслін","","","","","","","","",""
"7A15B99B4F4C98345CC65A921011F979","Blood Cauldron","Blood Cauldron","","","","","","","","",""
"A9A1369446D832C34AA1F48F83BC85A0","Blood Sample","Зразок крові","","","","","","","","",""
"86138EE54561E55471B3C4A6FAA08ABD","Blood Sample Recipe","Зразок рецепта крові","","","","","","","","",""
"5D4886E44AD74485EAD22485E189176A","Bloodspear","Кривавий спис","","","","","","","","",""
"A3536AA8429ED1D84554838E7B67F52C","Body Condition","Body Condition","","","","","","","","",""
"3B3FF2814A0265D5D0C534A1885F0D01","Bronchitis","Бронхіт","","","","","","","","",""
"0953EB5749FC37C25F7E36B44CB90448","Captain","Капітан","","","","","","","","",""
"7725F9DF4585A81B046F3799EEAADFA3","Cartridge Bag","Cartridge Bag","","","","","","","","",""
"37A6CBF3437A0657EBD047972004EA96","Chest and throat","Chest and throat","","","","","","","","",""
"A7A19B9E4238B21FB650229C0F79B2A8","Coagulation","Зсідання крові","","","","","","","","",""
"7292300D4CC06366864E32BEB131219F","Codeine","Кодеїн","","","","","","","","",""
"F69EB2244E6063E36BEE1EB57360DA95","Cold","Застуда","","","","","","","","",""
"A48CD68E4F8A7BD54FC07CB815483749","Colt Lvl 2 ","Кольт 2 ","","","","","","","","",""
"B58426CE40BF48C950E495B75B29E9C4","Crossbow","Арбалет","","","","","","","","",""
"04FF377E4B7C1006BE3AA3B348306938","Crossbow Lvl 3","Арбалет 3-го рівня","","","","","","","","",""
"52A9196044D759DB34C55780F2AFC342","Crossbow Lvl 5","Арбалет 5-го рівня","","","","","","","","",""
"74E0870E44AE14EB2B7D738BCAF8E094","Daggers","Кинджали","","","","","","","","",""
"99FEA455445DD86079EF469EB8ACF419","Daggers","Кинджали","","","","","","","","",""
"AAED05A344B9C366B52381AF2EA89826","Despite the many years I lived in London, I must confess I never dared to journey up to the district of Whitechapel. For the well-born, these ill-famed streets only mean inequity, violence, poverty, and vice… Not to mention the infamous killer, whose nickname will forever taint that place. Yes, for many decades Whitechapel suffered from an awful reputation, constantly brought back by the horrid stories regaled by the news.  And I'm afraid the war and the epidemic only made those tales more tangible.","Despite the many years I lived in London, I must confess I never dared to journey up to the district of Whitechapel. For the well-born, these ill-famed streets only mean inequity, violence, poverty, and vice… Not to mention the infamous killer, whose nickname will forever taint that place. Yes, for many decades Whitechapel suffered from an awful reputation, constantly brought back by the horrid stories regaled by the news.  And I'm afraid the war and the epidemic only made those tales more tangible.","","","","","","","","",""
"42B4540E46B5A310591B8FA2E0896651","Docks description","Опис доків","","","","","","","","",""
"09E7900A4B81D7F3B2ABAEB6A54F4AF8","Doris","Доріс","","","","","","","","",""
"957D1B9D4AE0BD825DBD4B95149C0B7E","Doris Fletcher","Доріс Флетчер","","","","","","","","",""
"129FFED3478847D424DA289CBFC147ED","Ergotamine","Ерготамін","","","","","","","","",""
"894C04A1422B76D4E30B40ADB5BC0FA4","Fast Regeneration","Швидке відновлення","","","","","","","","",""
"6347B0AF4910D4E6628708A65840F53F","Fatigue","Втома","","","","","","","","",""
"5E2BE62E4634F915E1E237A010C014FC","Fergal","Ферґал","","","","","","","","",""
"C0379E234D74BC391F368C9AC9847DE0","Fergal","Ферґал","","","","","","","","",""
"27D71DA642A17D56B33D4A869DE92331","Ferrous tartrate","Тартрат заліза","","","","","","","","",""
"DD68D9784D40A54F2F421B94AD2E99D0","Good resale value.<cf>This item can be recycled into components.","Хороша вартість продажу.<cf>Переробляється на складники.","","","","","","","","",""
"D35608434846C96A9BA465B83266D66E","Great resale value.","Чудова вартість продажу.","","","","","","","","",""
"5C74EC9041E6C6D357FF78AA13549817","Greatly enhances the sensory capacity, allowing the Vampire to see, and hear things that would otherwise be hidden.","Значно посилює відчуття, дозволяючи вампіру бачити та чути речі, які інакше були б приховані.","","","","","","","","",""
"2C3097534EAFBF858AE95D89B98CF3D5","Hammer","Молот","","","","","","","","",""
"6CD3A3AB451E303F389308B7070B762D","Hammer","Молот","","","","","","","","",""
"8D09E63A4706ED91BAF16C8841C1E0D0","Hammer","Молот","","","","","","","","",""
"E16BE9104D2E700C656F02AC35603AF2","Hammer","Молот","","","","","","","","",""
"EFDEEE6E4D7A8FDCFEF2C394157CEFED","Hammer","Молот","","","","","","","","",""
"2AE52B294AC79C0B55913085D1C28839","Hard Biting","Жорсткий укус","","","","","","","","",""
"833542A4423A5656683B1FBF2B684DFC","Head aches","Головний біль","","","","","","","","",""
"AA4A7FED40BB215A2A0B69830AA66B36","Headache","Головний біль","","","","","","","","",""
"0AAEF2AE403046E835AA18A90323B58A","Healthy","Здоровий","","","","","","","","",""
"320718664E5F59E6DFEE43AC50E453FB","Healthy","Здоровий","","","","","","","","",""
"E6F4DE9342A2ED0636E59D90A1E3C39D","Healthy","Здоровий","","","","","","","","",""
"619E4D3D4B395CC1E1A47396CD41CA06","High resale value.<cf>This item can be recycled into components.","Висока вартість продажу.<cf>Переробляється на складники.","","","","","","","","",""
"28890D2F4BF5D21A2FDCF3A65F3178BF","Hospital description","Опис лікарні","","","","","","","","",""
"CED0AF774580E6EEB45AA0ABEC39D67C","Jean","Jean","","","","","","","","",""
"C930EC954B1669A78E2C8AA8FDB4F14A","Lead rod","Свинцевий стрижень","","","","","","","","",""
"EEA5241644D2EE5BAA2471B4B1C8553F","Look","Look","","","","","","","","",""
"848AA03D47F65DEA538D278A9676B3C2","Machete Lvl 4","Мачете 4-го рівня","","","","","","","","",""
"5CD2FBE44F5B7F9DD824B8ACC67B5797","Mary Reid","Мері Рід","","","","","","","","",""
"BD05B3FA4D58E4291E39EF9D120D3DE3","Medical bag","Медична сумка","","","","","","","","",""
"C088689A47E8FAF7253D7CA9E9F4A54A","Migraine","Мігрень","","","","","","","","",""
"4DAEBD4A4FFD514748F01098F18E91C7","Money to buy things.","Гроші, щоб купувати речі.","","","","","","","","",""
"D8CF12A64962AED55C2751A368FDB31E","Opium","Опіум","","","","","","","","",""
"45CBE24C42379618DA30BFB4FBB3AB6A","Patrol_Shepherd_Wait","Patrol_Shepherd_Wait","","","","","","","","",""
"12892B8D4DE08CDCB226359CD207A75A","Pembroke Hospital","Лікарня «Пембрук»","","","","","","","","",""
"5615BACA4CE975E1D3CCBBAD19D1A536","Physical Prowess","Фізична доблесть","","","","","","","","",""
"79B4705E4B6E36BA748A1DAFDC2D438D","Pneumonia","Пневмонія","","","","","","","","",""
"0006299245704556DEF2A8AB17204D5D","Quinine","Хінін","","","","","","","","",""
"032C50E946C7CF8B8653699F0177B769","Rage","Лють","","","","","","","","",""
"7EAD837B461585B49CEF1FB97830A1A0","Salicin","Саліцин","","","","","","","","",""
"1B8C8F5444DE5D2DDED3CF92BE8E37EE","Screw","Ґвинт","","","","","","","","",""
"F431B2214832268EECD68AA43B56B806","Senses","Чуття","","","","","","","","",""
"A7F1A3D74A5722127600F79E7D246D81","Sepsis","Сепсис","","","","","","","","",""
"D09A077F49CE4857B6F21B968E26B2AD","Shadow Mist","Тіньовий туман","","","","","","","","",""
"3A27A6894E76BE5D80D044A451C2284E","Shadow Veil","Тіньова завіса","","","","","","","","",""
"2A25EFFB4436F417E147F38F79075B67","Shillings","Шилінги","","","","","","","","",""
"FF422AA54D8E336E60F7499897A6A776","Shotgun","Дробовик","","","","","","","","",""
"225FAB2443F28CE61C0E61A3D7C86BB8","Spear","Спис","","","","","","","","",""
"2A56952E460630AFDCB0289B65432FA3","Spear","Спис","","","","","","","","",""
"6502957E4B33A71688B6A58ADB4B8049","Spear","Спис","","","","","","","","",""
"A56F3C794993F611B53A3FA9D7442504","Spear","Спис","","","","","","","","",""
"C8669E0A431C646866C70DAC000055C2","Spear","Спис","","","","","","","","",""
"E0129C1D4AB9CB913EB571AAFC4D1432","Spear","Спис","","","","","","","","",""
"0CFC0AD44D0CCDA589C89390819B5ED1","Spring","Пружина","","","","","","","","",""
"555F594C452665076D0510A2E9A31BEC","Spring","Пружина","","","","","","","","",""
"911C511D4E015E9E767D5C977B3DCB54","Spring","Пружина","","","","","","","","",""
"D64E55D1453AF32912F508978637CCF4","Sword","Меч","","","","","","","","",""
"DDDB324C48A4CF8205A584B01E612DFD","The Docks","Доки","","","","","","","","",""
"B3394652492EC50BD4E31CB312D43AE2","The Vampire can bite a stunned enemy during combat to regenerate Blood, or steal the Vitae from a charmed citizen.<lf>Low aggravated damage<lf>Strong Blood gain<lf>Average Life gain","The Vampire can bite a stunned enemy during combat to regenerate Blood, or steal the Vitae from a charmed citizen.<lf>Low aggravated damage<lf>Strong Blood gain<lf>Average Life gain","","","","","","","","",""
"93A493C5410A8EC9D3CB99B23E6165FD","The blood taken from Razvan.","Кров, узята в Развана.","","","","","","","","",""
"0AD8651647FA73C3B639EE8786848983","This recipe creates a treatment against Anaemia. It could also cure fatigue.","Цей рецепт створює ліки проти недокрів'я. Засіб також може вилікувати втому.","","","","","","","","",""
"0241E3754BDCF2C67C135C972202C453","Thrower","Метальник","","","","","","","","",""
"38A7B66A4B63C5119010B992F434E802","Thrower","Метальник","","","","","","","","",""
"5A702BC246317C2B47E8C19E0F51191F","Valjean","Valjean","","","","","","","","",""
"2CF17F1D442D45FA2E5AD081876B8C35","Whitechapel","Вайтчепел","","","","","","","","",""
"86DE8C15417F5D89CAE66F91E2864437","[Base enemy]","[Base enemy]","","","","","","","","",""
"7663790D4CF673198D077BBCCBF161FB","[Base]","[Base]","","","","","","","","",""
"97C1F5564B89A9D3E10863B6F1DDCF73","Crossbow bolt","Арбалетний болт","","","","","","","","",""
"[0027B4714004466CF81B0894664C1664]::31472EB34E9D937E51EBAD943CD3EF85","NEW LONDONER","NEW LONDONER","","","","","","","","",""
"[0027B4714004466CF81B0894664C1664]::DFFB9BCB4357C661B5268D999591EDD1","The Whitechapel police have been informed of the mysterious disappearance of Edgar Swansea aged 45, physician, at approximately 6:30 this morning. The police have circulated a description of the missing man: height 6ft, slender build, fair complexion, greying hair, thin moustache; likely wearing a white surgeon coat, with dark flannelette vest and Oxford shirting, and leather evening shoes.<lf>Dr. Swansea is a familiar figure in the Whitechapel district: The current head of the Pembroke Hospital and a preeminent scientist. He spearheaded the mass admission of patients during last summer's flu epidemic. Although his methods have been criticized, it should be noted that Dr. Swansea did save a substantial number of individuals during the outbreak. His guidance drove the Pembroke to new technical heights, especially due to his enlistment of vanguard talents. His latest recruit was the transfusion pioneer, Doctor Jonathan E. Reid, who had recently returned from the war. The famous surgeon was nowhere to be found to answer our questions.<lf>The lack of a head surgeon has led to a drastic drop in the operation success rate at Pembroke. I would advise against entrusting yourself to them until Dr. Swansea is found, or a new head emerges to lead the hospital.<lf>E.W.","The Whitechapel police have been informed of the mysterious disappearance of Edgar Swansea aged 45, physician, at approximately 6:30 this morning. The police have circulated a description of the missing man: height 6ft, slender build, fair complexion, greying hair, thin moustache; likely wearing a white surgeon coat, with dark flannelette vest and Oxford shirting, and leather evening shoes.<lf>Dr. Swansea is a familiar figure in the Whitechapel district: The current head of the Pembroke Hospital and a preeminent scientist. He spearheaded the mass admission of patients during last summer's flu epidemic. Although his methods have been criticized, it should be noted that Dr. Swansea did save a substantial number of individuals during the outbreak. His guidance drove the Pembroke to new technical heights, especially due to his enlistment of vanguard talents. His latest recruit was the transfusion pioneer, Doctor Jonathan E. Reid, who had recently returned from the war. The famous surgeon was nowhere to be found to answer our questions.<lf>The lack of a head surgeon has led to a drastic drop in the operation success rate at Pembroke. I would advise against entrusting yourself to them until Dr. Swansea is found, or a new head emerges to lead the hospital.<lf>E.W.","","","","","","","","",""
"[0027B4714004466CF81B0894664C1664]::8C756EA841C34C2EA628088C4F95E4C2","Inexplicable disappearance","Inexplicable disappearance","","","","","","","","",""
"[002BB96F49D0CE26491AA69A12909064]::E90303F445D64D8590A7C6A47162AD3A","A reliable service pistol used by British troops as their standard sidearm.","Надійний службовий пістолет, що використовується британськими військами як типова зброя.","","","","","","","","",""
"[002BB96F49D0CE26491AA69A12909064]::785333464E89B81E3BD23A85B6561B18","Used revolver","Поношений револьвер","","","","","","","","",""
"[006B842B4ECA60411FCB5F8913253507]::CC3CA77C4F82C0DCD2D9359E157C8055","Captain","Капітан","","","","","","","","",""
"[01F428A34E1BBF617FCDD3B8D8AB7EB3]::6317B66748E5206597435285EA7E23A8","Regenerate 200 health points instantly, then 300 health points over 15 seconds.","Миттєво відновлює 200 одиниць здоров'я, а потім 300 одиниць упродовж 15 секунд.","","","","","","","","",""
"[01F428A34E1BBF617FCDD3B8D8AB7EB3]::36639C5D40CF36314891638438C4F8EC","Regeneration serum","Сироватка відновлення","","","","","","","","",""
"[027DAECF48C92A663FC1A18B6A556C5C]::19FC9E78466547ADE5C998B83299EA36","Mysterious entity","Таємнича сутність","","","","","","","","",""
"[027DAECF48C92A663FC1A18B6A556C5C]::37B8E2544CD1FBC9CE8539AEAC1B64AD","Mysterious entity","Таємнича сутність","","","","","","","","",""
"[02AA716A4288614E77D8978129717F0D]::9198713B41F4A8E546C055AB47B63667","McCullum","McCullum","","","","","","","","",""
"[02F6958B457799B9FA296689B1A63B13]::109EE52C4C83A35AECC4E5B5BC38F005","Ichabod's stake lvl 2","Кілок Ікабода 2-го рівня","","","","","","","","",""
"[03EFE5BC4AE71A0DE64990B1899A573D]::E73652F740B47B5FD4144A9C2A9F379E","Charlotte's stake lvl 4","Кілок Шарлотти 4-го рівня","","","","","","","","",""
"[040F9CF44130AC4361A9BD8735D3A68B]::5ED6741C46A7A8BB541873B32B8D366E","A solid police truncheon, most likely modified by Charles Albright to enhance its balance and efficiency.","A solid police truncheon, most likely modified by Charles Albright to enhance its balance and efficiency.","","","","","","","","",""
"[040F9CF44130AC4361A9BD8735D3A68B]::223E02A4430EB74FB2BCCD88CA69443F","Charles' truncheon","Кийок Чарльза","","","","","","","","",""
"[04101A804CE273D7EA7C5C94712F2D5A]::40D9CC5146E085C6FABC8EACB03ADAFA","A small key that belonged to Charlotte Ashbury, probably used to lock a small chest, or trunk.","A small key that belonged to Charlotte Ashbury, probably used to lock a small chest, or trunk.","","","","","","","","",""
"[04101A804CE273D7EA7C5C94712F2D5A]::20AD92294624425919D2E4B1536E30BC","Small key","Малий ключ","","","","","","","","",""
"[04DA604F41E6695F908C109E5EA43EB8]::1678D60042AE1977E6EE8C9C1C2489A0","Common axe","Простий топір","","","","","","","","",""
"[05507DB64AAC07856A0D888CB6B4B405]::82B74B084A0805033FE5F7BBB34DBEA0","Saber lvl 5","Шабля 5-го рівня","","","","","","","","",""
"[05588EBD4F5639A3CA4BDD9F479DD92C]::D174103A46942EBB934510BBD0C044D3","Pistol Parabellum lvl 4","Пістолет «Парабелум» 4-го рівня","","","","","","","","",""
"[05AFA0C848429CF5CD1AADA4D4CC1A94]::E82C9CC94B609136F84C118B33488BE5","Milton's double-barreled lvl 3","Двостволка Мілтона 3-го рівня","","","","","","","","",""
"[05C8C996452847A420F9AE8FC9C3F022]::14C69874418CF05A78BA55ACD43DA7C3","Enhanced Damage","Підвищена шкода","","","","","","","","",""
"[05C8C996452847A420F9AE8FC9C3F022]::171E2756451BD4201C4B27838B5CAABC","Increase damage dealt by 10%","Збільшує завдану шкоду на 10%","","","","","","","","",""
"[0678A99E4504DDBC55C382A8455CF65F]::5919C08A42A84DD981A496AAEB4D72CE","Samuel","Самюель","","","","","","","","",""
"[0678A99E4504DDBC55C382A8455CF65F]::9839BD4A4C264F78937812A5029A9B34","Samuel","Самюель","","","","","","","","",""
"[06B0535A47C1B9BB93E86A9E3DBEBE85]::55FA5DDB4D05B5F6EBF3FF9EB99ED5B3","Aggravated Damage","Серйозна шкода","","","","","","","","",""
"[06B0535A47C1B9BB93E86A9E3DBEBE85]::537AC87449BF659DA96C69A057E83BBF","Be careful when you sell items as some ingredients are hard to gather, and may be vital for unlocking, and crafting advanced recipes.","Будьте обачні, коли продаєте предмети, деякі складники важко зібрати, а вони можуть бути життєво важливими для розблокування та створення складніших рецептів.","","","","","","","","",""
"[06B0535A47C1B9BB93E86A9E3DBEBE85]::D86A2F404B662E6381486F957E6DF07D","Blood Quality","Якість крові","","","","","","","","",""
"[06B0535A47C1B9BB93E86A9E3DBEBE85]::76C6ACDD4F7E2AE3B1B23E8A19A08262","Local Investigations","Місцеві розслідування","","","","","","","","",""
"[06B0535A47C1B9BB93E86A9E3DBEBE85]::1105DEE842F361A24AF115B15EA771B4","Craft","Craft","","","","","","","","",""
"[06B0535A47C1B9BB93E86A9E3DBEBE85]::D37BA8144A69C6DD23CBC1BC783EFEDE","Diseases","Хвороби","","","","","","","","",""
"[06B0535A47C1B9BB93E86A9E3DBEBE85]::CD3CB98746B801A31BC117AD08F229F3","District Lost","Район занепав","","","","","","","","",""
"[06B0535A47C1B9BB93E86A9E3DBEBE85]::02C6922541D62C4EB9F3889EEA817E64","Evolution","Розвиток","","","","","","","","",""
"[06B0535A47C1B9BB93E86A9E3DBEBE85]::75511EF64390535E9F99DFAEFDCC1F58","Extra ammo will be stored in your stash.","Додаткові набої зберігатимуться у вашому схроні.","","","","","","","","",""
"[06B0535A47C1B9BB93E86A9E3DBEBE85]::9711278D4E7CAA675803C69BD67A3B33","Hideout","Укриття","","","","","","","","",""
"[06B0535A47C1B9BB93E86A9E3DBEBE85]::39B85AA3402EFD644AB479BE2583B2D3","Hideouts are often located in isolated places. Find them to unlock new safe places to rest.","Укриття часто розташовані в усамітнених місцях. Знайдіть їх, щоб відкрити нові безпечні місця для відпочинку.","","","","","","","","",""
